Recency,Frequency,Price_Sum,Price_Mean,Spend_90,Spend_90_flag,Labels,KNN_Predict_Prob,SVC_Predict_Prob,AB_Predict_Prob,RF_Predict_Prob,DT_Predict_Prob
-1.0,23,30.93086956521739,711.41,0.0,0.0,2,0.625,0.6665148026441858,0.7989456354280552,0.7094733482701088,0.4729265184966894
-65.0,36,28.62222222222222,1030.3999999999999,0.0,0.0,4,0.375,0.713718735554481,1.508362103784372e-12,0.27069885709643776,0.224536330675406
-282.0,6,37.61666666666667,225.7,164.96,1.0,1,0.25,0.28366508252209316,0.9993485472041879,0.5838157740940004,0.23501315662539293
-114.0,15,14.97466666666667,224.62000000000003,473.96,1.0,1,0.875,0.40551451734945454,0.9987927733594071,0.6036794336486413,0.425785572976167
-177.0,9,104.9,944.1,0.0,0.0,0,0.5,0.5832422334791862,3.5247855477304783e-07,0.48517042036778885,0.5008174218642798
-172.0,11,18.20818181818182,200.29000000000002,0.0,0.0,0,0.625,0.3545255736193774,8.038315277974319e-08,0.41345274202660964,0.4776975919987906
-17.0,1160,4.198862068965512,4870.679999999993,2583.3900000000026,1.0,1,1.0,0.8717800744986387,0.9948515422800996,0.8670868870632675,0.9999983102683315
-92.0,62,23.639677419354843,1465.6600000000003,642.0,1.0,2,1.0,0.78184598722003,0.9967894542666229,0.8304617144102023,0.518547847618546
-15.0,126,19.532460317460316,2461.0899999999997,1256.5799999999997,1.0,1,1.0,0.8760759586135206,0.9944848704519014,0.8609136355679214,0.8673750838903779
-1.0,157,19.27063694267517,3025.490000000002,1378.9500000000003,1.0,1,0.75,0.8781846198312293,0.9944848704519014,0.8619134055431378,0.9174950167908479
-78.0,305,6.92262295081967,2111.399999999999,1056.2399999999998,1.0,1,0.75,0.8741062503877974,0.999864348902179,0.8465734179676508,0.966998823354108
-18.0,212,13.92830188679246,2952.8000000000015,2363.1200000000003,1.0,1,0.875,0.8811698237346155,0.9948123908306641,0.8665869858045951,0.9473536127523952
-275.0,1,590.0,590.0,0.0,0.0,3,0.0,0.24071320189349238,1.1147384243338747e-11,0.17320925113283608,0.07679391530007493
-22.0,16,8.686249999999998,138.97999999999996,0.0,0.0,4,0.625,0.43751566741489056,1.1447021391198634e-13,0.19122370477088674,0.1879768807099214
-8.0,7,19.625714285714285,137.38,453.55000000000007,1.0,2,0.375,0.44017665083402435,0.7274315391426065,0.6563277718849997,0.3903459600054407
-25.0,4,31.475,125.9,132.5,1.0,1,0.625,0.4176898695068854,0.9995890180802586,0.6591082262847293,0.4903696814463122
-31.0,85,9.58658823529412,814.8600000000001,0.0,0.0,4,0.875,0.7005332073732681,2.4194815105120957e-12,0.32673868259449024,0.35119142458308056
-71.0,23,33.50217391304348,770.55,277.29,1.0,1,0.875,0.6391734871271019,0.9997197820620426,0.7241301796363965,0.5273057560730444
-94.0,2,12.75,25.5,68.16,1.0,2,0.625,0.33577811782533434,0.9918369082439878,0.6484375232060943,0.28526202510748044
-231.0,14,14.010714285714286,196.15,0.0,0.0,3,0.375,0.31409088101148935,9.364561541287058e-12,0.1726727202446917,0.12910025837049274
-70.0,137,14.380291970802917,1970.0999999999997,739.0199999999999,1.0,1,0.875,0.8483083896576938,0.9998594748493654,0.8431105945983961,0.8346303455319948
-64.0,42,8.597857142857142,361.10999999999996,0.0,0.0,4,0.5,0.5094376410563998,8.081665549091771e-13,0.18888836350732824,0.20932734235180078
-193.0,14,17.826428571428572,249.57,329.37,1.0,1,0.5,0.3603839337508054,0.9994544396928499,0.5838157740940004,0.3387431634840648
-98.0,54,16.180370370370365,873.7399999999998,0.0,0.0,4,0.375,0.6623696160837999,2.6277701277750584e-12,0.2927489401990855,0.2252166138839417
-268.0,11,17.995454545454546,197.95,0.0,0.0,3,0.125,0.28963008310347876,7.806681267680475e-12,0.1726727202446917,0.1078728499315527
-46.0,5,17.48,87.4,0.0,0.0,4,0.375,0.3916065720708553,9.465615248243676e-14,0.19078164709332154,0.15356472286292897
-177.0,5,28.5,142.5,0.0,0.0,0,0.25,0.32115322750363506,7.971876397233187e-08,0.41345274202660964,0.45125055553409404
-73.0,22,16.604090909090914,365.2900000000001,0.0,0.0,4,0.25,0.4948689858195377,2.4654530219714575e-13,0.17683731164893962,0.17035433009914588
-12.0,81,7.630740740740738,618.0899999999998,0.0,0.0,2,0.5,0.6545742610259135,0.8126581390767418,0.7573784626338035,0.6076005005731847
-64.0,1,63.75,63.75,0.0,0.0,4,0.25,0.35311853320538056,1.3361266985682943e-13,0.17800069306215513,0.13414503681309714
-260.0,21,14.30571428571428,300.4199999999999,0.0,0.0,3,0.125,0.3390385307536553,1.3633783688522702e-11,0.1726727202446917,0.12528565924884294
-1.0,58,25.366379310344822,1471.2499999999998,529.61,1.0,1,0.75,0.8235935540556301,0.9926526141044759,0.8359743969089307,0.7269031734541147
-29.0,1,15.0,15.0,0.0,0.0,4,0.25,0.37215610348370615,9.359659277003725e-14,0.19078164709332154,0.15614809882891514
-99.0,29,27.484482758620693,797.0500000000001,570.56,1.0,1,0.875,0.6310097321169955,0.9997197820620426,0.7186863428569734,0.5133065799071862
-115.0,47,11.630638297872343,546.6400000000001,910.1500000000002,1.0,1,0.75,0.5442159333141274,0.999089156110567,0.6797335967460105,0.5284323596513618
-109.0,56,14.033035714285713,785.8499999999999,297.78,1.0,1,0.875,0.6335963938456664,0.9992903885203299,0.7579916495213197,0.5730767407627984
-59.0,24,20.42125,490.11,108.46000000000001,1.0,1,0.625,0.5538773881855354,0.9996115580952301,0.6577754814700585,0.5279949634489377
-50.0,47,19.53914893617021,918.3399999999999,636.98,1.0,1,0.75,0.70221593963567,0.9997884122273732,0.8166266851188836,0.6230113579722524
-40.0,50,72.35480000000001,3617.7400000000002,2197.75,1.0,1,0.75,0.8284378171745137,0.9998320084810471,0.833586183630706,0.7736265635002159
-92.0,78,15.29320512820513,1192.8700000000001,947.2000000000002,1.0,2,0.875,0.7453292312597282,0.996502969089875,0.8258650226928604,0.5442854869942173
0.0,373,19.4867292225201,7268.549999999997,3395.7900000000013,1.0,1,1.0,0.8175807181787864,0.9948515422800996,0.8670868870632675,0.9967946982199005
-15.0,73,12.865068493150686,939.1500000000001,552.55,1.0,2,0.875,0.7368205963819,0.8596138077996363,0.8354030823013769,0.6029159075380889
-112.0,40,94.15349999999998,3766.1399999999994,3306.660000000001,1.0,1,0.875,0.7918367733700218,0.9993453766828512,0.733003075468192,0.6936498752982272
-21.0,88,31.006249999999987,2728.549999999999,889.02,1.0,1,0.875,0.8680161693563804,0.9998704611824251,0.8562185398495729,0.8196270641875448
-225.0,17,76.96941176470588,1308.48,0.0,0.0,3,0.5,0.6506525607623366,1.5024817239637192e-11,0.25914847561175763,0.16705244175660242
-263.0,9,28.4,255.6,484.7999999999999,1.0,1,0.5,0.30969075122392525,0.9993485472041879,0.5838157740940004,0.2595376628900771
-1.0,53,21.526981132075463,1140.9299999999996,0.0,0.0,2,0.5,0.7777427151381422,0.8383143106578443,0.8194352533966999,0.5790494312967451
-99.0,215,12.706232558139527,2731.8399999999983,804.9800000000002,1.0,2,0.875,0.8610898115029348,0.9972152807804356,0.8404816834102921,0.877223387943093
-63.0,24,17.9925,431.82,0.0,0.0,4,0.25,0.5290824313540041,2.4654530219714575e-13,0.17800069306215513,0.1823965905653864
-109.0,54,15.928148148148152,860.1200000000002,0.0,0.0,0,0.625,0.6514650483208804,6.268266873927121e-05,0.592062624403655,0.6938075814638802
-14.0,112,82.40660714285711,9229.539999999997,1506.94,1.0,2,1.0,0.8462636498504709,0.9010817293149813,0.8571979282297435,0.9467409997069489
-169.0,42,18.472619047619045,775.8499999999999,0.0,0.0,0,0.375,0.579618594714955,5.798092120401383e-06,0.5260772444628676,0.5970992671819773
-81.0,22,13.815,303.93,0.0,0.0,4,0.375,0.46472999234725243,2.4654530219714575e-13,0.17683731164893962,0.16331044827559887
-186.0,68,24.35514705882353,1656.15,887.5699999999998,1.0,2,0.75,0.7573660284786737,0.9996101288459459,0.7606855886487094,0.43816828079820097
-185.0,22,17.163636363636368,377.6000000000001,0.0,0.0,0,0.125,0.41748057041785047,8.4162496725728e-08,0.41345274202660964,0.5027703694487788
-31.0,32,21.084375,674.7,0.0,0.0,4,0.5,0.6441297096189138,1.5177453441954508e-13,0.2067981556763974,0.22974232042464507
-166.0,90,6.777222222222224,609.9500000000002,0.0,0.0,0,0.625,0.5450582603471122,2.550519811164468e-06,0.5132979376707891,0.70556105389017
-177.0,29,15.138965517241381,439.03000000000003,0.0,0.0,0,0.375,0.4500403634327431,8.4162496725728e-08,0.41345274202660964,0.5343868305767585
-154.0,93,17.005698924731178,1581.5299999999995,1503.9599999999998,1.0,1,0.625,0.7727456787146221,0.9997629666814357,0.7687810155456043,0.6620611524987955
-126.0,39,17.96410256410256,700.5999999999999,1490.6200000000001,1.0,1,0.75,0.5856866295760873,0.999674446397595,0.6783987095295813,0.5036587340925492
-165.0,29,21.49655172413793,623.4,0.0,0.0,0,0.625,0.5254276361979889,8.279573118443628e-08,0.4196155691834176,0.5586720801933476
-263.0,19,13.881578947368425,263.75000000000006,0.0,0.0,3,0.375,0.3201033237566219,1.3633783688522702e-11,0.1726727202446917,0.12057297892431741
-275.0,44,16.39363636363637,721.3200000000003,0.0,0.0,3,0.375,0.4840356846264075,1.891422045028787e-11,0.23181920536450312,0.15879509193673755
-67.0,106,19.3922641509434,2055.5800000000004,1256.6700000000005,1.0,2,0.875,0.8477421087471628,0.9972044883824013,0.8423847436423424,0.6900560972757676
-8.0,53,19.240754716981137,1019.7600000000003,0.0,0.0,2,0.625,0.7516265503573475,0.8383143106578443,0.8186131948039218,0.5640050053604396
-45.0,13,10.483846153846153,136.29,436.2699999999998,1.0,1,0.5,0.4183298322439379,0.9996043128769391,0.6591082262847293,0.49458325718734997
-22.0,116,21.218362068965515,2461.33,1165.4800000000002,1.0,1,1.0,0.8725912873228394,0.9998786374825076,0.8594451941378018,0.8507196411522776
-189.0,15,14.866000000000001,222.99,0.0,0.0,0,0.375,0.3543376302366839,8.4162496725728e-08,0.41345274202660964,0.4705067354896052
-30.0,77,22.418051948051943,1726.1899999999996,2396.09,1.0,1,0.875,0.8383482310367686,0.9998577491576718,0.8509023778491226,0.7521070850922258
-238.0,35,15.273428571428576,534.5700000000002,0.0,0.0,3,0.125,0.44300288030617113,1.5051658016576244e-11,0.1835956139533906,0.1628469664471586
-30.0,36,17.420833333333334,627.1500000000001,0.0,0.0,4,0.75,0.6307256995745077,1.2186417779861478e-12,0.20242794607719353,0.23627981014997335
-141.0,18,14.327222222222222,257.89,540.07,1.0,1,0.375,0.40118614018395676,0.9994544396928499,0.5838157740940004,0.40531815148272005
-112.0,1,59.8,59.8,0.0,0.0,0,0.125,0.31912957134017567,2.9745252056968785e-06,0.438873311368576,0.5057090712453512
-24.0,95,16.246842105263156,1543.4499999999998,769.3500000000004,1.0,1,1.0,0.829507068268749,0.9998786374825076,0.8586034612505852,0.7829976965324063
-94.0,21,14.653333333333334,307.72,0.0,0.0,4,0.25,0.4560557034370067,2.4654530219714575e-13,0.17509851177863398,0.15398445008325706
-221.0,16,23.1825,370.92,954.3699999999998,1.0,1,0.25,0.38574398735736104,0.9993571166736086,0.5838157740940004,0.32091285383785767
-19.0,30,40.77466666666667,1223.24,315.94000000000005,1.0,2,0.875,0.7724817094588657,0.9946016609200169,0.7421722460188701,0.5012500627703266
-101.0,26,17.590000000000003,457.3400000000001,0.0,0.0,4,0.25,0.5115375989633112,2.4654530219714575e-13,0.17733345526579458,0.16141852276357702
-36.0,39,15.928974358974365,621.2300000000002,0.0,0.0,4,0.625,0.6256423213676345,1.2186417779861478e-12,0.19941020170483612,0.23683823606013296
-121.0,9,24.201111111111107,217.80999999999997,34.68,1.0,1,0.625,0.39277364702110956,0.9987391061464619,0.5955184569296533,0.4010333977265069
-113.0,25,22.298,557.4499999999999,15.001,1.0,2,0.375,0.5385396870372682,0.9982618669281083,0.6055461186839639,0.3458661802537057
-7.0,332,52.44674698795182,17412.320000000003,10075.089999999997,1.0,1,1.0,0.83087003274938,0.9948515422800996,0.8670868870632675,0.999596743128929
-96.0,16,33.699374999999996,539.1899999999999,449.71999999999997,1.0,1,0.625,0.5373015615226405,0.9996125002861929,0.6473574577221202,0.4656984547213328
-16.0,18,11.86388888888889,213.55000000000004,0.0,0.0,2,0.625,0.47407343982245304,0.7437980897867038,0.6563277718849997,0.4148363991615712
-42.0,24,57.9375,1390.5,0.0,0.0,4,0.5,0.7804534328729865,2.787345461477296e-13,0.28579927778478,0.2340913756333141
-114.0,10,23.6,236.00000000000003,404.83,1.0,1,0.625,0.4055253288338269,0.9987391061464619,0.6036794336486413,0.41252876495632274
-7.0,255,17.617372549019603,4492.4299999999985,1353.0100000000007,1.0,1,1.0,0.8273577203648669,0.9948515422800996,0.8670868870632675,0.9775971007368417
-43.0,10,14.035,140.35,0.0,0.0,4,0.375,0.41911374337018703,9.465615248243676e-14,0.19078164709332154,0.164451931465093
-199.0,65,12.660615384615385,822.94,1026.04,1.0,1,0.625,0.5818632747689183,0.9996324495750645,0.7476321670860213,0.4959870604152845
-17.0,78,20.823205128205124,1624.2099999999998,0.0,0.0,2,0.875,0.835881159333105,0.8852237755982926,0.8485972683599567,0.6521730251530893
-91.0,83,18.77927710843372,1558.679999999999,1992.02,1.0,1,0.75,0.7987228012877514,0.999838548041005,0.8341416280694794,0.7008731566609496
-29.0,23,20.211304347826086,464.86,117.73999999999998,1.0,1,0.625,0.5662177922604756,0.9996202277118137,0.6597772590046571,0.5581439762342689
-5.0,5,14.568000000000001,72.84,461.4000000000001,1.0,2,0.375,0.4151197937534488,0.7311841545801895,0.6563277718849997,0.38550957295997806
-19.0,37,29.408648648648647,1088.12,2706.3700000000003,1.0,1,0.5,0.7527505466224328,0.9997867623199266,0.7808511744828269,0.640527648804304
-8.0,120,18.11333333333334,2173.600000000001,1234.46,1.0,1,0.875,0.8734987200073548,0.9944848704519014,0.859988789802203,0.8551886939690704
-164.0,54,5.253888888888889,283.71,0.0,0.0,0,0.375,0.40979816425854204,2.3197658613630954e-06,0.4902870160200429,0.6048233515273357
0.0,13,22.81846153846154,296.64000000000004,0.0,0.0,2,0.5,0.5157396550973747,0.7432764345246308,0.6563277718849997,0.42359286872664076
-122.0,74,18.639324324324335,1379.3100000000009,2086.3600000000006,1.0,1,0.875,0.7580786135650482,0.9992907436187204,0.7690625581607929,0.6386378023120411
-33.0,43,33.05720930232558,1421.46,622.26,1.0,1,0.75,0.7989248002760364,0.9998269440907462,0.7906255580687213,0.6587437908199296
-35.0,374,6.426978609625667,2403.6899999999996,512.7600000000001,1.0,1,1.0,0.8976636944867755,0.9998858814490555,0.8656695832164661,0.9875168820732468
-168.0,2,295.0,590.0,0.0,0.0,0,0.125,0.4020319620198929,8.124093457280508e-08,0.4153194270619324,0.4429156640265155
-74.0,17,20.998823529411766,356.98,0.0,0.0,4,0.375,0.48745001112079933,2.4589631216407e-13,0.17683731164893962,0.16183259489459093
-109.0,37,17.349999999999994,641.9499999999998,365.40000000000003,1.0,1,0.75,0.5776463564778961,0.9991285271051521,0.6573368344231821,0.5144071048127467
-64.0,25,33.046400000000006,826.1600000000001,911.6600000000001,1.0,1,0.875,0.6580322218328399,0.9997197820620426,0.7276043815569646,0.5440766728351902
0.0,303,25.092310231023095,7602.9699999999975,1934.95,1.0,1,1.0,0.8242061655093822,0.9948515422800996,0.8670868870632675,0.9938745339211068
-47.0,17,52.01176470588236,884.2,560.8,1.0,1,0.625,0.6767895298406114,0.9997279612096682,0.738379378470453,0.5436307251793017
-92.0,10,14.325,143.25,0.0,0.0,4,0.5,0.38598321732002266,1.354818651173321e-13,0.17658045852971363,0.13579339797079826
-9.0,18,16.55277777777778,297.95000000000005,0.0,0.0,2,0.5,0.5135788034356782,0.7464272525767994,0.6563277718849997,0.42720993240217375
-1.0,245,19.267959183673486,4720.650000000004,936.0999999999999,1.0,1,1.0,0.8178617100008859,0.9948515422800996,0.8670868870632675,0.9771475421893256
-8.0,10,16.5,165.0,0.0,0.0,2,0.375,0.45444408533328556,0.7311841545801895,0.6563277718849997,0.3999412028472597
-239.0,13,18.166153846153847,236.16000000000003,181.38,1.0,2,0.375,0.322305179031674,0.9990871597791375,0.5838157740940004,0.194388665159023
-145.0,64,3.5873437499999996,229.58999999999997,0.0,0.0,0,0.5,0.40510365136027077,2.3323911198708024e-06,0.5028841258639266,0.6467985675699637
-100.0,86,16.648604651162803,1431.7800000000009,0.0,0.0,4,0.75,0.7800059185300737,1.615823090678715e-12,0.32480196740684575,0.31648347348634376
-87.0,61,17.91426229508196,1092.7699999999998,0.0,0.0,4,0.625,0.7235897801114254,2.6420717239381384e-12,0.3038821672516367,0.2577849073816195
-47.0,51,17.382352941176464,886.4999999999997,555.03,1.0,1,0.75,0.697793070158165,0.9997884122273732,0.8198288386218492,0.6344185518734653
-107.0,16,18.1875,291.0,0.0,0.0,0,0.625,0.4369392702035179,3.2555123291925163e-06,0.438873311368576,0.5708551665187073
-17.0,84,16.054523809523804,1348.5799999999995,428.23000000000013,1.0,2,0.75,0.8088083398867918,0.8762182528361195,0.8448642738544728,0.6512779869592794
-141.0,11,16.785454545454545,184.64,0.0,0.0,0,0.0,0.3692566182219701,8.171009224893442e-08,0.41345274202660964,0.5126114828779845
-150.0,8,39.224999999999994,313.79999999999995,0.0,0.0,0,0.125,0.40515220913047395,8.190464464073608e-08,0.41345274202660964,0.49924899262017536
-142.0,23,19.749565217391304,454.24,0.0,0.0,0,0.125,0.47818518518204556,8.279573118443628e-08,0.41345274202660964,0.55908430621371
-37.0,52,15.761730769230768,819.6099999999999,302.79999999999995,1.0,2,1.0,0.6871898684375763,0.9957964614909213,0.8169105747810719,0.5162384969906578
-122.0,24,17.033333333333335,408.80000000000007,166.6,1.0,2,0.5,0.47645268794888657,0.9982903974698762,0.5955184569296533,0.3266139644406896
-29.0,311,21.024694533762066,6538.680000000003,2371.929999999999,1.0,1,1.0,0.7932519860047282,0.9998867470732341,0.8661694844751385,0.9916189724606098
-14.0,14,32.10857142857143,449.52,0.0,0.0,2,0.25,0.5639943677680158,0.7432764345246308,0.6563277718849997,0.4184757324503634
-56.0,78,13.954487179487183,1088.4500000000003,127.37,1.0,2,0.875,0.7460354281461797,0.9962872361900982,0.832377010286238,0.578825532330311
-45.0,50,25.396800000000013,1269.8400000000006,0.0,0.0,4,0.625,0.7747435459368367,4.358352899409115e-12,0.3277151672156422,0.281155539257704
-184.0,8,77.32875,618.63,0.0,0.0,0,0.25,0.48182145512728586,8.190464464073608e-08,0.4196155691834176,0.4737139780804941
-220.0,18,17.57,316.26,0.0,0.0,3,0.125,0.3685780386331327,1.3633783688522702e-11,0.1726727202446917,0.14328377805712586
-141.0,32,31.8025,1017.68,972.44,1.0,1,0.625,0.6601372519845045,0.999605555304156,0.6613903538880548,0.48603612153010084
-267.0,27,17.244814814814816,465.61,152.32,1.0,1,0.375,0.39410080473081016,0.9993660128416071,0.5844848068139283,0.30592932798593725
-191.0,20,16.0525,321.04999999999995,0.0,0.0,0,0.0,0.39125865367142176,8.4162496725728e-08,0.41345274202660964,0.48723757393184797
-126.0,23,19.76478260869565,454.59,692.3700000000001,1.0,1,0.375,0.49018212898795493,0.9994505250648164,0.5853234557104456,0.4463026358097812
-31.0,20,16.32,326.4,810.3700000000001,1.0,1,0.875,0.5098439872561947,0.9996273758526448,0.6591082262847293,0.5400303239941713
-151.0,53,24.72584905660377,1310.4699999999998,0.0,0.0,0,0.375,0.7238432376480766,6.932085618677874e-06,0.568220528701946,0.6731174160746111
-183.0,9,21.01777777777778,189.16000000000003,102.84,1.0,1,0.5,0.3418371069349801,0.9994240462448033,0.5838157740940004,0.33354936787622197
-38.0,132,18.856969696969703,2489.120000000001,1793.7600000000004,1.0,2,1.0,0.8700334633871359,0.9975848222243724,0.8577734908777139,0.7883938081610228
-221.0,29,15.614482758620692,452.82000000000005,0.0,0.0,3,0.0,0.4229568055116158,1.3633783688522702e-11,0.1726727202446917,0.16214264231363498
-7.0,128,15.803046874999998,2022.7899999999997,456.3700000000001,1.0,1,0.875,0.8706452275915189,0.9944848704519014,0.86051396035827,0.8614591394397759
-152.0,12,9.2475,110.97,0.0,0.0,0,0.0,0.33657901428577847,1.191212670453606e-07,0.41345274202660964,0.4990228674702438
-8.0,31,22.742580645161294,705.0200000000001,274.70000000000005,1.0,1,0.75,0.6649940177555235,0.9875408231429643,0.7142861952126565,0.6160986599606568
-4.0,63,14.149365079365072,891.4099999999995,893.7499999999998,1.0,1,0.75,0.7293237193768283,0.9918788476706131,0.8366820787607062,0.7063844501452717
-169.0,15,16.747333333333334,251.20999999999998,0.0,0.0,0,0.5,0.37763116163708643,8.4162496725728e-08,0.41345274202660964,0.4950114456122396
-35.0,10,20.509999999999998,205.09999999999997,0.0,0.0,4,0.5,0.4504444824479877,9.44069857005798e-14,0.19078164709332154,0.1713486446585822
-26.0,35,14.970285714285712,523.9599999999999,367.16,1.0,2,0.625,0.5966615031646604,0.9949408442658021,0.6932155523170955,0.46604433677207574
-147.0,7,20.857142857142858,146.0,1243.41,1.0,1,0.25,0.34787325842597805,0.9994240462448033,0.5838157740940004,0.3640134066404793
-15.0,110,14.480272727272729,1592.8300000000002,516.2400000000001,1.0,2,0.875,0.8403828227297139,0.9004008942090331,0.8562983517614197,0.7247333530683815
-37.0,74,37.99162162162161,2811.379999999999,676.3700000000001,1.0,2,0.875,0.8595750547900647,0.9971702509216591,0.8480795409814793,0.6864751474667384
-85.0,107,20.184485981308413,2159.7400000000002,1595.64,1.0,1,0.875,0.8449599935161867,0.9998557382994154,0.8399069712114212,0.7825422767683201
-10.0,18,22.714444444444446,408.86,271.32,1.0,1,0.5,0.5558563302037965,0.9829785162575917,0.6595502839622945,0.5629986512405439
-157.0,2,141.44,282.88,345.9,1.0,1,0.375,0.3520876218839139,0.9994348315030565,0.5838157740940004,0.33343765710389983
-14.0,130,10.510923076923072,1366.4199999999994,897.3399999999997,1.0,1,1.0,0.8220276644673008,0.9939939804682537,0.8582908948792114,0.8394089895462046
-113.0,7,25.87142857142857,181.1,126.65999999999998,1.0,2,0.25,0.3822654159039612,0.9981146712780389,0.6036794336486413,0.284489352837799
-114.0,22,21.990909090909096,483.8000000000001,0.0,0.0,0,0.125,0.5093268724225073,3.2634310349590646e-06,0.44020346551575446,0.5895577230948221
-91.0,76,3.5630263157894753,270.79000000000013,0.0,0.0,4,0.5,0.4649396507074603,1.4155977517613386e-12,0.22487962337918474,0.24640810267805668
-9.0,270,15.390925925925943,4155.550000000005,1457.5299999999986,1.0,1,1.0,0.8443075712340878,0.9948515422800996,0.8670868870632675,0.9789561575437841
-3.0,20,49.537499999999994,990.7499999999999,290.1,1.0,2,0.75,0.7316679539291633,0.8012895489666172,0.7370626704611349,0.477636048927641
-148.0,22,13.188636363636364,290.15000000000003,315.69,1.0,2,0.25,0.410746881176851,0.9992271969120503,0.5838157740940004,0.29072337473080506
-149.0,49,2.5083673469387753,122.91,168.50000000000006,1.0,1,0.5,0.35562486444880503,0.9996193951332797,0.6596877044221853,0.4692121170571081
-109.0,27,6.96888888888889,188.16000000000003,438.8299999999997,1.0,1,0.25,0.4006351458415867,0.9987181202390256,0.6036794336486413,0.46130170962380357
-5.0,124,5.503306451612903,682.41,0.0,0.0,2,0.625,0.6918929058429978,0.8724264414887344,0.7927434643524418,0.7183573144292513
-51.0,44,17.272045454545456,759.97,156.15000000000003,1.0,1,0.75,0.6582906926335117,0.9997805074347904,0.7801061892133545,0.6053525231615391
-228.0,4,22.950000000000003,91.80000000000001,0.0,0.0,3,0.25,0.27220337951967855,7.806681267680475e-12,0.1726727202446917,0.11596916215848391
-32.0,86,30.135116279069788,2591.6200000000017,947.9100000000001,1.0,2,0.875,0.8650335800326638,0.9971702509216591,0.8480795409814793,0.7071084856487065
-110.0,55,28.91000000000001,1590.0500000000006,2559.23,1.0,2,1.0,0.7851001035490989,0.9990755548404464,0.771045071084008,0.4865983514399678
-189.0,16,15.0425,240.68,343.37999999999994,1.0,1,0.375,0.36115873336311966,0.9994544396928499,0.5838157740940004,0.34747134841856253
-124.0,14,10.132857142857144,141.86,0.0,0.0,0,0.25,0.36675790048676016,1.1942197244214027e-07,0.41854327636621474,0.5382417374700474
-50.0,53,22.82509433962264,1209.73,589.6,1.0,2,1.0,0.7636104682750664,0.9961697666324,0.8215046247194402,0.5273917992106656
-49.0,39,7.971282051282051,310.88,466.65000000000003,1.0,2,0.625,0.5,0.9948623105484229,0.6982821052010532,0.43787801924811903
-53.0,85,7.6204705882353005,647.7400000000006,0.0,0.0,4,0.375,0.6403805222126981,9.994797953857662e-13,0.2445454496862795,0.31948816775711797
-243.0,13,8.475384615384614,110.17999999999999,130.04000000000002,1.0,1,0.625,0.2767547011406698,0.9993591650400455,0.5838157740940004,0.28103092743335356
-82.0,44,4.382954545454546,192.85000000000005,0.0,0.0,4,0.375,0.4278845632723063,1.1394101051576948e-12,0.18772498209411276,0.1929525930969228
-276.0,24,4.930000000000001,118.32000000000001,255.42999999999998,1.0,1,0.625,0.26435784697331266,0.9993591650400455,0.5838157740940004,0.2744204738052014
-152.0,27,8.870000000000001,239.49000000000004,0.0,0.0,0,0.5,0.3909541581921546,1.22696511048712e-07,0.41345274202660964,0.5462318411966729
-1.0,178,6.08893258426966,1083.8299999999995,1008.4899999999997,1.0,1,0.875,0.7978698533989106,0.9929533281468893,0.8541318112216664,0.8953661033562855
-114.0,33,41.946969696969695,1384.25,0.0,0.0,0,0.625,0.7476614975654372,6.116468263701966e-05,0.5400308528472159,0.6664680044956275
-162.0,3,10.590000000000002,31.770000000000003,262.63,1.0,2,0.25,0.29294451404082805,0.999210359059581,0.5838157740940004,0.22819721192009101
-42.0,13,16.826923076923073,218.74999999999997,513.3199999999999,1.0,1,0.75,0.45367127172051175,0.9996273758526448,0.6591082262847293,0.5023012014680447
-5.0,74,65.22837837837837,4826.899999999999,1876.3999999999994,1.0,1,0.875,0.7911785208158174,0.9935903098198063,0.8527193569055754,0.8754291268916188
-1.0,67,17.817910447761182,1193.7999999999993,464.50000000000006,1.0,1,0.625,0.7904417992524658,0.9925974794336839,0.8415544454302806,0.7325405193637143
-278.0,9,18.299999999999997,164.7,302.34,1.0,1,0.5,0.271464280406405,0.9993306963867477,0.5838157740940004,0.24333990486310245
-218.0,10,11.799999999999999,117.99999999999999,0.0,0.0,3,0.125,0.29270452791498114,7.806681267680475e-12,0.1726727202446917,0.12906680625316788
-64.0,53,14.736415094339627,781.0300000000002,0.0,0.0,4,0.625,0.6590552392277128,2.6277701277750584e-12,0.2947199956404091,0.2475303205339793
-215.0,24,5.9333333333333345,142.40000000000003,0.0,0.0,3,0.375,0.30943937433613,7.927351855004902e-12,0.1726727202446917,0.14937554101169434
-8.0,106,13.194433962264135,1398.6099999999983,1046.5099999999995,1.0,1,0.75,0.823548085042969,0.9939939804682537,0.8575172090152394,0.8080204766165989
-88.0,9,16.333333333333332,147.0,232.65,1.0,1,0.625,0.3894142069922015,0.9995875481398223,0.6501763230763998,0.43479049929855285
-50.0,53,20.95433962264149,1110.579999999999,865.5399999999997,1.0,1,0.75,0.7459429944792254,0.9997884122273732,0.820978358430152,0.6485475022155153
-113.0,38,20.427105263157895,776.23,340.9,1.0,2,1.0,0.6192323093581298,0.9989544078287345,0.7179032638482642,0.3905083644604611
-114.0,13,15.808461538461536,205.50999999999996,42.45,1.0,1,0.375,0.3968165568327266,0.9987252800129025,0.6036794336486413,0.41939109610768555
-17.0,129,15.428527131782953,1990.2800000000009,0.0,0.0,2,0.875,0.8663394399180034,0.9004008942090331,0.8572914482809755,0.7785091692484277
